Year,Metric,Group,Subgroup,Order,Characteristic,Percent
2000,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,4.9
2001,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,5.3
2002,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,6
2003,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,6.3
2004,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,7.3
2005,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,7.2
2006,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,7.1
2007,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,7.8
2008,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,8.8
2009,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,9.4
2010,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,8.8
2011,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,8.7
2012,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,7.5
2013,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,6.9
2014,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,5.8
2015,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,18,Male,5.4
1997,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,12
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.4
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.3
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.4
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.4
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.6
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,11.5
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,12.4
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,12.1
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,12.6
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,13.3
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,14.9
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,16.1
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,15.7
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,15
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,14.3
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,13.6
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,12.2
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.7
1997,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,12.4
1998,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.4
1999,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,10.8
2000,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,11.2
2001,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,12.1
2002,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,11.6
2003,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,13.1
2004,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,15
2005,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,15.2
2006,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,15.3
2007,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,14.8
2008,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,17.9
2009,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,18.9
2010,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,19.4
2011,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,18.3
2012,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,16.9
2013,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,16.2
2014,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,14.7
2015,Nonreceipt of Needed Dental Care Due to Cost,"Sex, 18-64 Years",,19,Female,13.6
1997,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,7.4
1998,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,6.5
1999,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,7.2
2000,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,8.1
2001,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,8.6
2002,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,9.1
2003,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,9.8
2004,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,11
2005,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,11.4
2006,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,11.4
2007,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,11.4
2008,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,12.6
2009,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,13
2010,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,13.5
2011,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,12.3
2012,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,11.1
2013,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,10.6
2014,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,9.3
2015,Nonreceipt of Needed Prescription Drugs Due to Cost,"Sex, 18-64 Years",,19,Female,8.4
1997,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,10.8
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,9.5
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,9.3
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,9.3
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,9.4
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,9.6
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,10.8
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,11.5
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,11.1
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,11.9
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,12
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,13.8
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,15.2
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,14.5
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,13.9
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,13.3
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,12.3
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,11.1
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,20,White only,9.9
1997,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,10.6
1998,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,9
1999,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,9.2
2000,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,9.8
2001,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,10.3
2002,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,10
2003,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,11.4
2004,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,13.3
2005,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,12.8
2006,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,13.5
2007,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,13.1
2008,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,15.8
2009,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,16.7
2010,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,17.1
2011,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,16.4
2012,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,14.6
2013,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,14.2
2014,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,12.6
2015,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,20,White only,11.7
1997,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,5.9
1998,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,5
1999,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,5.3
2000,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,6.3
2001,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,6.8
2002,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,7.2
2003,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,7.8
2004,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,8.9
2005,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,9.1
2006,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,8.9
2007,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,9.5
2008,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,10.3
2009,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,10.9
2010,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,10.8
2011,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,10.2
2012,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,9
2013,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,8.5
2014,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,7.2
2015,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,20,White only,6.5
1997,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.8
1998,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.3
1999,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,9.4
2000,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,9.5
2001,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.3
2002,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,11.3
2003,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.8
2004,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,11.7
2005,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,12
2006,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,12.2
2007,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,12.2
2008,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,14.6
2009,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,16.7
2010,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,17.4
2011,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,15.4
2012,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,14.8
2013,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,14.6
2014,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,13.3
2015,Delay or Nonreceipt of Needed Medical Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,11
1997,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.8
1998,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.2
1999,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.5
2000,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.1
2001,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.4
2002,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,12.4
2003,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,12.9
2004,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,14.2
2005,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,15.2
2006,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,16
2007,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,13.6
2008,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,18.6
2009,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,19
2010,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,20.7
2011,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,18.3
2012,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,17
2013,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,16.5
2014,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,14.8
2015,Nonreceipt of Needed Dental Care Due to Cost,"Race, 18-64 Years",,21,Black or African American only,13.6
1997,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,21,Black or African American only,9.5
1998,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,21,Black or African American only,8
1999,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,21,Black or African American only,7
2000,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,21,Black or African American only,8.2
2001,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,21,Black or African American only,8.3
2002,Nonreceipt of Needed Prescription Drugs Due to Cost,"Race, 18-64 Years",,21,Black or African American only,10.6
